Variable,Value
x#1#1#29#4#1#2,0.0
x#1#1#29#4#1#3,0.0
x#1#1#29#4#2#1,0.0
x#1#1#29#4#2#2,0.0
x#1#1#29#4#3#1,0.0
x#1#1#29#4#3#2,0.0
x#1#1#29#4#3#3,0.0
x#1#1#29#4#3#4,0.0
x#1#1#29#4#3#5,0.0
x#1#1#30#3#1#1,0.0
x#1#1#30#3#1#2,0.0
x#1#1#30#3#1#3,0.0
x#1#1#30#3#2#1,0.0
x#1#1#30#3#2#2,0.0
x#1#1#30#3#3#1,0.0
x#1#1#30#3#3#2,0.0
x#1#1#30#3#3#3,0.0
x#1#1#30#3#3#4,0.0
x#1#1#30#3#3#5,0.0
x#1#1#30#4#1#1,0.0
x#1#1#30#4#1#2,0.0
x#1#1#30#4#1#3,0.0
x#1#1#30#4#2#1,0.0
x#1#1#30#4#2#2,0.0
x#1#1#30#4#3#1,0.0
x#1#1#30#4#3#2,0.0
x#1#1#30#4#3#3,0.0
x#1#1#30#4#3#4,0.0
x#1#1#30#4#3#5,0.0
x#1#2#0#3#1#1,0.0
x#1#2#0#3#1#2,0.0
x#1#2#0#3#1#3,0.0
x#1#2#0#3#2#1,0.0
x#1#2#0#3#2#2,0.0
x#1#2#0#3#3#1,0.0
x#1#2#0#3#3#2,0.0
x#1#2#0#3#3#3,0.0
x#1#2#0#3#3#4,0.0
x#1#2#0#3#3#5,0.0
x#1#2#0#4#1#1,0.0
x#1#2#0#4#1#2,0.0
